sim,b,est,shrinkage_factor,type,run,j,n,d
1,0.0958629284766623,ate_ipw_2,0,old,1,1,500,ld
1,0.527694977549146,ate_regr,0,old,1,1,500,ld
1,0.3764420939741916,ate_dr,0,old,1,1,500,ld
1,0,ate_strat,0,old,1,1,500,ld
1,0.09563913528649406,ate_ipw_2,0,boot,1,1,500,ld
1,0.5276071631088601,ate_regr,0,boot,1,1,500,ld
1,0.3767537016046459,ate_dr,0,boot,1,1,500,ld
1,0,ate_strat,0,boot,1,1,500,ld
1,0.098350172866396,ate_ipw_2,0,all_boot,1,1,500,ld
1,0.5118026210480544,ate_regr,0,all_boot,1,1,500,ld
1,0.38984720608554957,ate_dr,0,all_boot,1,1,500,ld
1,-8.673617379884035e-19,ate_strat,0,all_boot,1,1,500,ld
1,0.016260885608402283,ate_ipw_2,0,null,1,1,500,ld
1,0.9813645953547068,ate_regr,0,null,1,1,500,ld
1,0.0023745190368907876,ate_dr,0,null,1,1,500,ld
1,0,ate_strat,0,null,1,1,500,ld
1,-5.205095664962333e-16,ate_ipw_2,0,gn,1,1,500,ld
1,0,ate_regr,0,gn,1,1,500,ld
1,1.0000000000000053,ate_dr,0,gn,1,1,500,ld
1,-2.7249084083398117e-15,ate_strat,0,gn,1,1,500,ld
1,0.008737685591137226,ate_ipw_2,0,hybrid_gn,1,1,500,ld
1,0.9912623144088626,ate_regr,0,hybrid_gn,1,1,500,ld
1,0,ate_dr,0,hybrid_gn,1,1,500,ld
1,-3.856032493868804e-19,ate_strat,0,hybrid_gn,1,1,500,ld
1,0.08338381611400225,ate_ipw_2,0,none,1,1,500,ld
1,0.5990520256833085,ate_regr,0,none,1,1,500,ld
1,0.31756415820268935,ate_dr,0,none,1,1,500,ld
1,0,ate_strat,0,none,1,1,500,ld
1,0.0833848577874286,ate_ipw_2,0,shrunk,1,1,500,ld
1,0.5990460692708113,ate_regr,0,shrunk,1,1,500,ld
1,0.31756907294176,ate_dr,0,shrunk,1,1,500,ld
1,0,ate_strat,0,shrunk,1,1,500,ld
2,0,ate_ipw_2,0,old,2,1,500,ld
2,0.6580751514628335,ate_regr,0,old,2,1,500,ld
2,0.3419248485371666,ate_dr,0,old,2,1,500,ld
2,0,ate_strat,0,old,2,1,500,ld
2,0,ate_ipw_2,0,boot,2,1,500,ld
2,0.7223689469570904,ate_regr,0,boot,2,1,500,ld
2,0.2776310530429097,ate_dr,0,boot,2,1,500,ld
2,-1.3138883390956943e-17,ate_strat,0,boot,2,1,500,ld
2,0,ate_ipw_2,0,all_boot,2,1,500,ld
2,0.685111880282189,ate_regr,0,all_boot,2,1,500,ld
2,0.31488811971781083,ate_dr,0,all_boot,2,1,500,ld
2,-1.49650755602806e-17,ate_strat,0,all_boot,2,1,500,ld
2,0,ate_ipw_2,0,null,2,1,500,ld
2,0.8807661837394458,ate_regr,0,null,2,1,500,ld
2,6.133356282121004e-17,ate_dr,0,null,2,1,500,ld
2,0.11923381626055433,ate_strat,0,null,2,1,500,ld
2,1.0000000000000009,ate_ipw_2,0,gn,2,1,500,ld
2,0,ate_regr,0,gn,2,1,500,ld
2,0,ate_dr,0,gn,2,1,500,ld
2,-2.932239876736465e-17,ate_strat,0,gn,2,1,500,ld
2,0,ate_ipw_2,0,hybrid_gn,2,1,500,ld
2,0.8852061769460438,ate_regr,0,hybrid_gn,2,1,500,ld
2,-2.9537859054536873e-18,ate_dr,0,hybrid_gn,2,1,500,ld
